\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-10-17 08:00:17,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-02-27,24,16306,673,1538,986,897,5651,1081,98,3202,478,1718,16323,17
2025-02-28,1,15787,660,1524,942,864,5416,1042,99,3022,459,1667,15696,-91
2025-02-28,2,15246,650,1510,937,843,5174,1011,102,2936,459,1682,15305,59
2025-02-28,3,15329,641,1509,929,835,5096,1000,104,2915,479,1801,15308,-21
2025-02-28,4,15425,641,1524,955,860,5068,1005,108,2895,451,1890,15397,-27
2025-02-28,5,15699,633,1495,949,896,5133,1030,111,2915,454,1966,15582,-117
2025-02-28,6,16297,631,1495,1028,992,5333,1086,113,3048,476,2057,16260,-37
2025-02-28,7,17581,643,1557,1140,1099,5732,1202,116,3251,522,2198,17459,-122
2025-02-28,8,18347,611,1589,1206,1106,6081,1275,122,3488,542,2335,18352,5
2025-02-28,9,18175,593,1539,1170,939,6266,1261,122,3486,577,2351,18305,130
2025-02-28,10,17825,593,1583,1106,824,6401,1252,116,3458,545,2278,18157,332
2025-02-28,11,17655,589,1598,1112,786,6557,1217,106,3452,561,2206,18185,530
2025-02-28,12,17528,572,1586,1095,763,6617,1188,103,3457,568,2059,18008,481
2025-02-28,13,17396,566,1614,1080,766,6577,1197,99,3427,556,1965,17847,451
2025-02-28,14,17386,569,1603,1090,822,6593,1205,98,3427,558,1955,17921,535
2025-02-28,15,17906,562,1613,1084,982,6637,1246,102,3421,548,2101,18297,391
2025-02-28,16,18100,568,1603,1123,1126,6675,1278,102,3369,571,1951,18367,267
2025-02-28,17,18374,582,1626,1210,1225,6683,1324,103,3388,624,1992,18755,381
2025-02-28,18,18938,595,1647,1289,1297,6790,1383,102,3473,637,2017,19230,292
2025-02-28,19,19089,632,1609,1309,1288,6799,1401,99,3472,617,1967,19194,105
2025-02-28,20,18621,694,1595,1297,1211,6701,1377,99,3432,616,1896,18918,298
2025-02-28,21,18397,726,1583,1248,1154,6569,1331,98,3362,615,1804,18491,93
2025-02-28,22,17644,712,1580,1232,1104,6326,1255,94,3247,580,1711,17842,198
2025-02-28,23,16761,704,1566,1165,1029,6017,1172,89,3089,548,1637,17016,255
2025-02-28,24,16089,690,1544,1108,957,5680,1076,89,2906,542,1580,16170,81
2025-03-01,1,15551,677,1550,1055,942,5360,1019,96,2721,537,1506,15463,-88
2025-03-01,2,14802,673,1555,1031,935,5117,973,97,2616,538,1509,15044,243
2025-03-01,3,14718,667,1526,1010,937,4965,960,95,2585,548,1623,14915,197
2025-03-01,4,14801,668,1552,997,926,4925,981,97,2570,530,1703,14950,148
2025-03-01,5,14928,669,1545,989,911,4994,1006,98,2646,492,1768,15118,190
2025-03-01,6,15485,667,1544,1005,923,5119,1040,99,2777,492,1833,15500,16
2025-03-01,7,16352,675,1564,1036,964,5298,1107,102,2915,554,1932,16147,-205
2025-03-01,8,16618,687,1551,1066,977,5406,1179,110,3049,577,2031,16632,14
2025-03-01,9,16999,690,1591,1125,995,5684,1231,112,3029,602,2054,17114,115
2025-03-01,10,17200,676,1592,1175,954,5881,1244,111,3122,624,1957,17336,136
2025-03-01,11,17255,656,1574,1216,933,6080,1228,111,3148,640,1739,17324,69
2025-03-01,12,17371,646,1582,1233,936,6267,1194,110,3287,634,1665,17553,182
2025-03-01,13,17599,638,1580,1233,913,6330,1183,108,3381,631,1650,17647,49
2025-03-01,14,17168,637,1569,1228,891,6278,1155,135,3345,628,1577,17442,274
2025-03-01,15,17090,597,1561,1220,921,6247,1149,124,3367,618,1583,17385,295
2025-03-01,16,17394,579,1561,1218,983,6283,1189,111,3380,598,1632,17533,139
2025-03-01,17,17981,552,1577,1280,1079,6395,1289,114,3415,619,1833,18154,173
2025-03-01,18,18833,566,1584,1326,1224,6625,1421,118,3490,643,2074,19071,238
2025-03-01,19,19773,576,1603,1373,1302,6795,1498,115,3609,650,2137,19657,-116
2025-03-01,20,19331,587,1597,1336,1263,6769,1475,112,3563,640,2066,19409,78
2025-03-01,21,18982,611,1605,1303,1233,6653,1435,111,3460,621,1974,19004,22
2025-03-01,22,18410,610,1619,1237,1187,6503,1376,111,3341,605,1867,18456,46
2025-03-01,23,17677,599,1600,1216,1139,6265,1313,112,3222,588,1780,17833,156
2025-03-01,24,17009,599,1573,1157,1086,5996,1264,117,3112,561,1734,17200,191
2025-03-02,1,16733,586,1559,1113,1054,5738,1231,118,3042,543,1716,16700,-33
2025-03-02,2,16485,564,1547,1093,1041,5591,1206,119,2965,529,1745,16400,-85
2025-03-02,3,16444,588,1542,1072,1045,5468,1198,120,2920,472,1860,16285,-159
2025-03-02,4,16306,581,1539,1054,1069,5412,1200,120,2916,493,1933,16317,11
2025-03-02,5,16458,575,1528,1096,1094,5428,1212,124,2934,533,1989,16514,56
2025-03-02,6,16813,566,1515,1112,1128,5472,1241,125,2960,538,2039,16698,-115
2025-03-02,7,17208,572,1505,1132,1186,5558,1286,127,3036,539,2120,17060,-148
2025-03-02,8,17427,617,1520,1145,1182,5676,1327,133,3121,536,2175,17431,4
2025-03-02,9,17538,643,1529,1170,1065,5851,1334,133,3230,609,2195,17760,222
2025-03-02,10,17666,650,1531,1185,926,6039,1305,133,3290,627,2049,17734,68
2025-03-02,11,17534,681,1542,1189,829,6169,1253,132,3346,642,1853,17637,102
2025-03-02,12,17505,664,1519,1191,782,6291,1193,131,3341,647,1838,17595,91
2025-03-02,13,17475,647,1504,1186,777,6305,1146,129,3351,654,1954,17653,179
2025-03-02,14,17475,631,1525,1158,764,6294,1127,128,3315,650,1981,17574,99
2025-03-02,15,17572,621,1533,1177,756,6334,1134,125,3356,643,2030,17708,136
2025-03-02,16,18168,617,1556,1187,876,6396,1206,125,3455,666,2192,18276,108
2025-03-02,17,19250,623,1566,1276,1130,6567,1318,128,3550,676,2314,19148,-103
2025-03-02,18,20047,632,1556,1355,1391,6802,1445,130,3727,686,2325,20050,4
2025-03-02,19,20301,569,1552,1403,1476,6922,1511,131,3742,674,2251,20232,-69
2025-03-02,20,19858,598,1611,1350,1466,6855,1499,130,3685,665,2132,19990,132
2025-03-02,21,19651,648,1638,1317,1423,6743,1446,125,3649,672,2029,19689,38
2025-03-02,22,18878,603,1554,1305,1352,6538,1381,123,3515,580,1921,18871,-7
2025-03-02,23,17635,570,1493,1229,1272,6230,1303,121,3358,592,1807,17976,341
2025-03-02,24,16859,571,1520,1162,1222,5847,1227,118,3181,589,1759,17195,337
2025-03-03,1,16518,570,1491,1117,1192,5551,1174,114,3089,567,1748,16613,95
2025-03-03,2,16163,554,1490,1095,1196,5366,1155,111,3008,511,1760,16246,83
2025-03-03,3,15982,545,1481,1074,1189,5264,1143,110,2936,487,1876,16106,123
2025-03-03,4,16016,543,1424,1073,1189,5228,1138,110,2932,530,1967,16133,117
2025-03-03,5,16093,545,1390,1122,1222,5290,1152,110,2963,549,2034,16378,285
2025-03-03,6,16804,542,1475,1180,1292,5479,1195,112,3066,549,2112,17003,199
2025-03-03,7,17938,552,1534,1284,1373,5900,1288,116,3293,599,2251,18189,252
2025-03-03,8,19204,581,1545,1330,1320,6347,1363,122,3529,645,2364,19146,-58
2025-03-03,9,19244,591,1557,1302,1193,6522,1367,122,3637,675,2289,19256,12
2025-03-03,10,18835,565,1544,1263,1091,6572,1316,119,3579,645,1990,18685,-150
2025-03-03,11,17871,545,1503,1233,996,6598,1246,116,3478,622,1679,18016,145
2025-03-03,12,17323,525,1467,1206,919,6583,1171,115,3433,609,1580,17607,283
2025-03-03,13,16833,506,1452,1176,892,6551,1111,107,3352,643,1589,17380,547
2025-03-03,14,17100,498,1454,1184,909,6522,1104,121,3327,600,1874,17593,493
2025-03-03,15,17713,493,1446,1207,981,6518,1081,112,3296,603,2045,17782,69
2025-03-03,16,17800,508,1453,1245,1062,6547,1092,106,3314,626,2120,18073,273
2025-03-03,17,18508,519,1473,1302,1178,6596,1207,110,3410,629,2223,18647,139
2025-03-03,18,19149,538,1498,1379,1277,6759,1329,110,3624,639,2207,19359,210
2025-03-03,19,19665,555,1449,1361,1318,6913,1391,111,3683,655,2117,19553,-112
2025-03-03,20,19266,628,1498,1339,1276,6912,1389,105,3659,679,2002,19487,221
2025-03-03,21,18881,634,1488,1296,1235,6741,1351,104,3643,646,1923,19060,179
2025-03-03,22,18094,626,1440,1219,1204,6515,1278,101,3495,616,1842,18335,241
2025-03-03,23,17132,609,1424,1143,1125,6150,1181,99,3305,575,1751,17360,228
2025-03-03,24,16337,598,1472,1077,1008,5769,1098,96,3081,550,1687,16436,100
2025-03-04,1,15681,591,1453,1023,932,5461,1044,94,2956,519,1646,15720,39
2025-03-04,2,15261,587,1442,976,895,5253,1010,93,2858,550,1641,15305,44
2025-03-04,3,15081,582,1412,969,897,5110,999,97,2814,575,1760,15214,133
2025-03-04,4,15239,582,1394,966,905,5052,992,98,2842,581,1850,15263,24
2025-03-04,5,15411,581,1414,983,992,5208,1010,103,2844,559,1904,15596,185
2025-03-04,6,16017,592,1388,1044,962,5391,1049,105,2903,582,1969,15988,-30
2025-03-04,7,16892,585,1417,1130,1052,5780,1138,106,3158,575,2120,17061,168
2025-03-04,8,18116,557,1442,1188,1090,6195,1222,110,3338,582,2297,18021,-95
2025-03-04,9,18029,533,1450,1186,1066,6374,1230,108,3392,627,2294,18260,231
2025-03-04,10,18260,528,1435,1173,1018,6455,1213,111,3425,618,2303,18279,19
2025-03-04,11,18258,522,1425,1173,964,6567,1216,114,3397,630,2284,18292,34
2025-03-04,12,18263,529,1409,1181,976,6675,1213,114,3386,663,2239,18386,123
2025-03-04,13,18280,534,1384,1208,995,6690,1213,107,3334,635,2204,18304,24
2025-03-04,14,18283,531,1421,1220,1008,6683,1212,93,3366,605,2182,18321,37
2025-03-04,15,18214,536,1436,1199,1074,6576,1196,106,3347,601,2150,18220,6
2025-03-04,16,17957,542,1427,1211,1123,6544,1202,116,3440,601,1939,18143,186
2025-03-04,17,18862,555,1445,1260,1200,6638,1266,122,3599,593,2207,18885,23
2025-03-04,18,19596,582,1443,1300,1290,6731,1335,121,3702,582,2239,19324,-272
2025-03-04,19,19385,567,1424,1255,1311,6755,1352,117,3662,608,2114,19165,-220
2025-03-04,20,18693,624,1465,1231,1295,6657,1329,111,3593,619,1979,18902,209
2025-03-04,21,18213,653,1496,1209,1231,6548,1290,112,3589,598,1854,18578,366
2025-03-04,22,17744,671,1492,1141,1175,6315,1218,112,3480,570,1780,17954,210
2025-03-04,23,17035,642,1452,1063,1097,5965,1144,114,3278,554,1713,17022,-13
2025-03-04,24,15986,617,1423,990,1038,5563,1069,106,3053,544,1675,16080,93
2025-03-05,1,15306,607,1384,931,997,5257,1005,106,2925,497,1613,15321,16
2025-03-05,2,14624,594,1367,900,952,5016,967,99,2842,500,1570,14809,184
2025-03-05,3,14578,596,1366,882,922,4874,944,101,2898,520,1644,14747,169
2025-03-05,4,14479,600,1345,879,913,4822,924,98,2817,537,1705,14640,161
2025-03-05,5,14677,600,1311,899,925,4925,936,91,2768,542,1732,14729,52
2025-03-05,6,15112,598,1339,952,956,5130,988,90,2815,529,1792,15189,77
2025-03-05,7,16081,601,1365,1037,1022,5529,1080,94,3069,571,1948,16315,234
2025-03-05,8,17229,578,1381,1102,1072,5985,1162,100,3315,582,2085,17362,133
2025-03-05,9,17554,589,1390,1127,1024,6231,1191,99,3373,592,2109,17724,170
2025-03-05,10,17546,569,1402,1122,989,6366,1197,95,3353,596,2082,17771,226
2025-03-05,11,17741,542,1419,1122,979,6493,1211,90,3333,614,2031,17836,94
2025-03-05,12,17410,553,1417,1111,950,6507,1191,83,3293,612,1854,17570,160
2025-03-05,13,17190,546,1419,1114,975,6488,1147,85,3295,587,1678,17333,143
2025-03-05,14,17286,541,1418,1127,965,6489,1136,89,3271,606,1668,17312,25
2025-03-05,15,17334,530,1411,1150,956,6465,1135,95,3251,632,1771,17394,60
2025-03-05,16,17939,518,1404,1175,971,6390,1139,99,3281,590,2041,17607,-332
2025-03-05,17,17889,537,1405,1219,1029,6462,1190,95,3311,614,2125,17989,100
2025-03-05,18,18238,563,1421,1259,1088,6537,1258,101,3395,614,2079,18315,77
2025-03-05,19,18214,579,1426,1219,1126,6555,1276,104,3457,610,1975,18327,114
2025-03-05,20,17842,614,1430,1187,1132,6504,1266,102,3475,590,1859,18158,316
2025-03-05,21,17427,619,1460,1161,1091,6390,1231,100,3405,587,1798,17842,415
2025-03-05,22,17014,622,1443,1105,1019,6173,1176,91,3302,573,1717,17220,206
2025-03-05,23,16162,631,1413,1034,943,5857,1090,87,3130,538,1624,16348,186
2025-03-05,24,15386,620,1390,969,906,5536,1012,86,2958,529,1569,15575,189
2025-03-06,1,14805,610,1324,900,870,5252,966,87,2808,509,1515,14841,35
2025-03-06,2,14232,606,1310,870,825,5045,937,87,2746,489,1518,14432,200
2025-03-06,3,14317,602,1320,856,807,4940,903,88,2682,511,1652,14361,44
2025-03-06,4,14329,603,1335,830,796,4868,889,87,2653,528,1738,14328,-1
2025-03-06,5,14605,606,1319,848,812,4953,902,88,2692,553,1794,14565,-40
2025-03-06,6,15174,602,1323,902,850,5153,954,91,2815,539,1892,15122,-51
2025-03-06,7,16296,603,1359,993,937,5612,1068,94,3050,570,2048,16334,38
2025-03-06,8,17471,589,1424,1064,970,6036,1164,102,3285,609,2213,17455,-16
2025-03-06,9,18007,593,1417,1082,942,6306,1191,102,3409,646,2255,17944,-63
2025-03-06,10,18086,571,1410,1069,857,6484,1194,107,3427,635,2235,17987,-99
2025-03-06,11,18054,539,1401,1073,801,6575,1191,105,3453,636,2222,17998,-56
2025-03-06,12,17976,522,1396,1073,801,6656,1155,105,3481,645,2166,17999,23
2025-03-06,13,17878,514,1382,1086,799,6734,1146,103,3483,664,1882,17794,-84
2025-03-06,14,17781,516,1384,1090,868,6737,1174,103,3532,658,1871,17932,152
2025-03-06,15,18023,517,1378,1106,912,6705,1194,102,3525,647,1931,18018,-5
2025-03-06,16,18056,521,1361,1140,1001,6709,1234,101,3546,665,1974,18251,195
2025-03-06,17,18831,538,1407,1215,1072,6829,1307,106,3598,695,2119,18885,54
2025-03-06,18,19405,561,1416,1288,1148,6948,1384,105,3683,673,2162,19367,-37
2025-03-06,19,19692,582,1435,1279,1208,7002,1427,104,3718,653,2126,19533,-159
2025-03-06,20,19481,640,1444,1270,1194,6946,1425,106,3696,640,2063,19423,-58
2025-03-06,21,18970,631,1442,1256,1166,6827,1396,103,3621,634,1960,19036,67
2025-03-06,22,18360,626,1466,1204,1117,6601,1324,100,3544,616,1878,18476,116
2025-03-06,23,17387,567,1441,1127,1040,6247,1231,101,3352,584,1778,17469,82
2025-03-06,24,16343,586,1416,1039,974,5866,1151,103,3141,547,1714,16536,194
2025-03-07,1,15786,592,1396,1006,928,5571,1098,100,3023,542,1666,15921,135
2025-03-07,2,15555,620,1388,1003,903,5368,1054,92,2954,533,1672,15586,32
2025-03-07,3,15418,620,1413,969,906,5220,1019,90,2872,551,1776,15436,18
2025-03-07,4,15355,622,1408,977,909,5152,1011,92,2820,546,1859,15397,42
2025-03-07,5,15557,622,1405,995,955,5188,1028,93,2866,546,1906,15606,49
2025-03-07,6,15952,627,1410,1040,972,5372,1063,95,2954,531,1984,16048,96
2025-03-07,7,17111,634,1439,1141,1051,5751,1154,98,3172,566,2133,17137,26
2025-03-07,8,18050,614,1455,1160,1043,6145,1213,106,3376,603,2243,17956,-93
2025-03-07,9,17815,618,1470,1125,880,6272,1208,108,3358,595,2176,17808,-7
2025-03-07,10,17147,600,1444,1091,735,6414,1144,108,3279,586,1880,17281,134
2025-03-07,11,16747,574,1375,1068,680,6511,1069,107,3265,593,1756,16997,249
2025-03-07,12,16586,551,1362,1045,621,6470,1004,106,3228,592,1826,16805,219
2025-03-07,13,16410,546,1362,1060,609,6392,989,108,3196,582,1759,16603,193
2025-03-07,14,16663,547,1367,1055,585,6349,998,109,3218,587,1933,16748,86
2025-03-07,15,16801,544,1397,1057,589,6277,998,106,3164,584,2072,16789,-12
2025-03-07,16,16948,541,1408,1090,712,6263,1006,106,3177,572,2148,17025,77
2025-03-07,17,17558,542,1440,1151,887,6331,1103,107,3311,599,2170,17641,83
2025-03-07,18,18267,565,1465,1227,1079,6463,1252,112,3466,617,2146,18392,125
2025-03-07,19,18863,591,1505,1249,1168,6615,1334,110,3577,621,2063,18834,-30
2025-03-07,20,18752,652,1522,1234,1162,6630,1345,107,3585,621,1989,18848,96
2025-03-07,21,18274,667,1516,1181,1146,6519,1316,111,3499,611,1907,18472,198
2025-03-07,22,17694,670,1520,1142,1102,6317,1257,103,3432,589,1816,17949,255
2025-03-07,23,16930,668,1506,1065,1035,6019,1185,93,3260,553,1730,17114,184
2025-03-07,24,15992,653,1463,1005,994,5715,1103,91,3100,522,1664,16310,318
2025-03-08,1,15344,644,1398,984,951,5445,1050,93,2911,509,1599,15584,239
2025-03-08,2,14981,623,1392,934,916,5266,1024,90,2891,504,1589,15229,248
2025-03-08,3,15098,617,1389,925,894,5147,996,90,2830,519,1709,15116,18
2025-03-08,4,15043,621,1379,927,890,5089,1001,94,2785,514,1792,15092,49
2025-03-08,5,15307,622,1372,945,909,5121,1019,96,2800,508,1845,15237,-70
2025-03-08,6,15568,638,1388,987,943,5191,1047,97,2869,519,1895,15575,7
2025-03-08,7,16025,637,1406,1018,978,5305,1094,100,2921,534,1977,15971,-54
2025-03-08,8,16352,643,1436,1038,931,5443,1147,107,2999,555,2059,16358,6
2025-03-08,9,16479,644,1442,1065,797,5585,1175,110,3027,559,2060,16464,-15
2025-03-08,10,16284,646,1453,1091,684,5726,1160,112,3053,556,1798,16279,-5
2025-03-08,11,15917,631,1452,1090,581,5807,1091,114,3045,564,1625,16000,83
2025-03-08,12,15816,618,1437,1070,549,5846,1040,115,3120,572,1542,15909,93
2025-03-08,13,15745,608,1415,1029,512,5834,992,115,3139,577,1589,15809,65
2025-03-08,14,15669,590,1427,1032,493,5775,953,114,3166,569,1570,15690,21
2025-03-08,15,15514,580,1418,1041,491,5733,937,114,3162,567,1538,15581,67
2025-03-08,16,15716,574,1413,1043,574,5753,969,116,3198,568,1545,15754,38
2025-03-08,17,16409,579,1471,1091,797,5944,1090,116,3173,587,1698,16546,136
2025-03-08,18,17337,576,1476,1215,1038,6134,1233,118,3292,619,1883,17587,250
2025-03-08,19,18235,626,1507,1238,1141,6337,1334,118,3465,631,1921,18318,83
2025-03-08,20,18060,641,1497,1205,1131,6350,1320,110,3431,617,1859,18160,100
2025-03-08,21,17435,639,1491,1179,1099,6207,1268,106,3267,597,1768,17620,185
2025-03-08,22,16871,633,1466,1109,1068,6058,1208,103,3193,583,1697,17118,246
2025-03-08,23,16399,623,1451,1080,1011,5805,1146,105,3094,568,1638,16521,123
2025-03-08,24,15795,612,1427,1030,960,5524,1086,101,2970,538,1594,15842,47
2025-03-09,1,15310,600,1413,987,917,5267,1035,96,2873,509,1547,15243,-67
2025-03-09,2,14859,595,1391,937,907,5091,995,97,2762,497,1560,14833,-26
2025-03-09,3,14668,593,1393,911,901,4953,974,101,2674,505,1660,14664,-4
2025-03-09,4,14570,569,1380,932,910,4882,969,102,2668,520,1720,14653,82
2025-03-09,5,14782,555,1372,942,921,4924,972,103,2690,516,1787,14781,-1
2025-03-09,6,15077,548,1374,972,940,4980,990,98,2725,521,1842,14991,-86
2025-03-09,7,15312,560,1415,1006,980,5072,1035,108,2830,536,1922,15463,152
2025-03-09,8,15881,575,1454,1000,974,5157,1070,111,2965,553,1960,15820,-61
2025-03-09,9,15958,578,1449,1046,947,5275,1030,110,2957,551,1894,15839,-119
2025-03-09,10,15742,562,1449,1056,882,5358,1015,113,2961,552,1651,15600,-142
2025-03-09,11,15411,534,1448,1043,783,5484,985,113,2951,553,1446,15339,-71
2025-03-09,12,15129,522,1464,1007,743,5506,903,108,2895,555,1397,15100,-29
2025-03-09,13,14691,521,1448,1002,666,5516,866,105,2819,565,1348,14857,166
2025-03-09,14,14555,539,1455,984,563,5472,900,99,2808,564,1329,14714,159
2025-03-09,15,14617,555,1464,992,520,5525,979,98,2843,560,1326,14861,244
2025-03-09,16,15155,566,1445,1025,721,5647,1074,99,2884,547,1395,15404,249
2025-03-09,17,16135,574,1470,1099,1036,5728,1150,93,3123,560,1536,16371,236
2025-03-09,18,16787,578,1486,1138,1146,5895,1187,94,3109,575,1696,16904,116
2025-03-09,19,17161,604,1498,1177,1180,6058,1222,91,3137,589,1731,17287,126
2025-03-09,20,17140,628,1483,1146,1142,6048,1206,91,3215,589,1696,17245,105
2025-03-09,21,16622,564,1472,1118,1089,5900,1147,89,3139,567,1602,16687,65
2025-03-09,22,15854,550,1434,1043,1037,5648,1062,88,3000,542,1519,15923,68
2025-03-09,23,15035,543,1390,996,998,5387,983,88,2809,510,1456,15161,126
2025-03-09,24,14472,528,1368,935,957,5081,934,89,2689,484,1435,14500,28
2025-03-10,1,13976,516,1361,887,929,4812,906,96,2647,473,1431,14057,81
2025-03-10,2,13813,513,1370,879,911,4719,889,101,2552,473,1503,13910,97
2025-03-10,3,13907,511,1362,884,888,4611,892,101,2583,476,1670,13978,71
2025-03-10,4,14137,514,1356,880,894,4666,914,104,2628,487,1791,14235,98
2025-03-10,5,14942,514,1357,932,947,4951,973,110,2745,505,1888,14924,-18
2025-03-10,6,16154,526,1403,1027,1035,5331,1065,113,2990,565,2043,16096,-57
2025-03-10,7,17303,544,1445,1098,1106,5777,1160,119,3238,589,2221,17298,-4
2025-03-10,8,17677,540,1472,1140,1061,6004,1164,122,3344,596,2246,17688,11
2025-03-10,9,17204,537,1462,1156,883,6034,1076,117,3308,567,2128,17269,65
2025-03-10,10,16487,565,1442,1137,732,6027,982,117,3213,561,1804,16581,94
2025-03-10,11,15822,574,1429,1097,617,6061,912,105,3174,566,1579,16114,291
2025-03-10,12,15619,573,1404,1062,550,6040,884,111,3144,561,1507,15838,219
2025-03-10,13,15472,567,1412,1028,508,6023,838,107,3119,550,1469,15621,149
2025-03-10,14,15167,556,1395,1020,524,5911,832,102,3066,534,1428,15367,199
2025-03-10,15,15183,555,1406,1041,606,5897,820,100,3023,530,1408,15386,202
2025-03-10,16,15568,557,1411,1053,741,5900,867,101,3073,532,1498,15732,164
2025-03-10,17,16217,570,1400,1091,951,5991,967,102,3177,559,1648,16454,237
2025-03-10,18,16732,574,1420,1134,1068,6088,1081,100,3202,560,1781,17007,275
2025-03-10,19,17252,618,1453,1157,1136,6227,1158,93,3264,568,1815,17488,236
2025-03-10,20,17116,647,1459,1136,1131,6176,1170,92,3267,555,1765,17401,286
2025-03-10,21,16606,655,1431,1088,1079,6023,1112,86,3201,535,1667,16878,271
2025-03-10,22,15684,640,1392,1027,967,5737,1045,86,2969,500,1561,15923,239
2025-03-10,23,14754,630,1400,957,854,5367,964,84,2807,477,1478,15020,266
2025-03-10,24,14258,614,1373,901,848,5117,908,82,2720,476,1434,14472,213
2025-03-11,1,13976,611,1362,861,863,4907,871,82,2611,470,1409,14047,71
2025-03-11,2,13673,616,1350,867,864,4759,848,82,2563,469,1459,13875,202
2025-03-11,3,13737,617,1327,868,841,4689,838,82,2541,448,1564,13816,79
2025-03-11,4,13811,619,1316,871,804,4723,846,82,2529,448,1642,13879,68
2025-03-11,5,14316,560,1323,907,833,4933,887,86,2683,461,1721,14394,77
2025-03-11,6,15441,541,1348,995,931,5276,970,89,2886,528,1861,15425,-16
2025-03-11,7,16354,551,1410,1060,958,5678,1058,99,3128,542,2010,16494,140
2025-03-11,8,16538,575,1449,1074,860,5842,1053,108,3157,557,2031,16707,169
2025-03-11,9,16271,569,1449,1041,656,5874,965,106,3038,555,1956,16209,-63
2025-03-11,10,15379,535,1434,979,447,5858,884,89,2963,526,1670,15384,5
2025-03-11,11,14919,508,1423,952,360,5860,827,93,2989,543,1505,15060,141
2025-03-11,12,14830,522,1398,932,338,5848,802,97,2977,535,1451,14901,71
2025-03-11,13,14562,536,1387,959,330,5857,791,98,2949,523,1418,14848,286
2025-03-11,14,14647,528,1399,999,387,5843,777,97,2932,533,1380,14877,230
2025-03-11,15,14876,525,1386,1010,472,5858,802,99,2971,539,1412,15074,198
2025-03-11,16,15364,537,1407,1010,642,5888,861,101,3040,544,1483,15512,148
2025-03-11,17,15881,547,1443,1057,804,6007,983,108,3172,559,1602,16282,401
2025-03-11,18,16712,558,1475,1096,933,6070,1118,114,3251,561,1765,16943,231
2025-03-11,19,17531,630,1519,1117,979,6237,1228,113,3419,590,1839,17671,140
2025-03-11,20,18023,655,1548,1113,1016,6285,1259,115,3478,584,1848,17900,-123
2025-03-11,21,17585,648,1549,1076,954,6152,1220,114,3432,568,1800,17512,-73
2025-03-11,22,16680,639,1514,1040,914,5853,1152,113,3266,540,1724,16755,75
2025-03-11,23,15904,628,1484,987,875,5575,1075,112,3118,512,1643,16008,105
2025-03-11,24,15430,621,1454,945,872,5283,1014,109,2989,489,1615,15392,-38
2025-03-12,1,15007,609,1450,912,877,5073,981,108,2910,482,1607,15008,2
2025-03-12,2,14827,607,1444,904,869,4918,967,108,2867,471,1684,14840,13
2025-03-12,3,14969,607,1441,900,900,4875,969,111,2842,465,1798,14907,-62
2025-03-12,4,14984,608,1435,913,906,4890,991,111,2843,471,1861,15029,46
2025-03-12,5,15727,612,1447,983,983,5102,1047,115,3020,487,1960,15758,30
2025-03-12,6,17034,622,1486,1073,1107,5486,1137,118,3200,533,2109,16871,-163
2025-03-12,7,18043,597,1541,1137,1177,5908,1225,124,3427,592,2234,17963,-80
2025-03-12,8,18078,606,1552,1113,1046,6144,1224,126,3492,602,2222,18125,47
2025-03-12,9,17563,598,1537,1054,903,6264,1190,124,3475,600,2140,17886,323
2025-03-12,10,17325,597,1509,1011,817,6307,1161,116,3472,591,2013,17594,270
2025-03-12,11,17138,579,1458,1006,823,6366,1116,114,3429,600,1798,17288,150
2025-03-12,12,16838,556,1419,1023,873,6414,1083,118,3386,602,1639,17114,276
2025-03-12,13,16920,540,1352,1020,893,6411,1089,115,3405,606,1576,17007,87
2025-03-12,14,16573,525,1344,1050,895,6369,1041,114,3341,596,1508,16783,210
2025-03-12,15,16357,519,1326,1060,950,6253,1026,114,3307,608,1510,16674,317
2025-03-12,16,16564,525,1354,1115,1019,6271,1075,113,3356,621,1618,17067,503
2025-03-12,17,17205,532,1403,1141,1115,6395,1161,114,3413,621,1737,17633,428
2025-03-12,18,17709,537,1434,1166,1211,6467,1236,117,3481,596,1882,18129,420
2025-03-12,19,18597,601,1477,1204,1280,6594,1302,117,3597,611,1936,18720,123
2025-03-12,20,18585,621,1481,1180,1267,6619,1309,118,3579,596,1918,18688,103
2025-03-12,21,17881,616,1434,1147,1222,6385,1255,115,3446,572,1851,18043,162
2025-03-12,22,16997,603,1387,1100,1144,6023,1168,111,3267,535,1769,17107,110
2025-03-12,23,15998,592,1354,1024,1047,5708,1084,108,3121,512,1694,16244,246
2025-03-12,24,15390,590,1331,947,1020,5422,1035,109,2994,501,1661,15609,219
2025-03-13,1,14953,586,1329,924,971,5217,1015,111,2925,490,1667,15235,282
2025-03-13,2,14948,600,1317,947,951,5049,996,112,2860,487,1742,15061,113
2025-03-13,3,15042,607,1317,950,934,5004,984,110,2852,488,1839,15085,42
2025-03-13,4,15225,594,1322,961,937,5046,1002,110,2881,495,1911,15258,32
2025-03-13,5,15797,602,1335,1013,967,5241,1057,114,2969,517,1999,15813,16
2025-03-13,6,16963,615,1355,1103,1073,5628,1153,118,3174,585,2129,16935,-28
2025-03-13,7,17833,552,1411,1118,1145,6053,1251,124,3408,607,2268,17938,105
