\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-10-17 08:00:17,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-07-28,24,19782,508,1239,1168,1224,7539,1296,106,3995,677,2068,19817,35
2025-07-29,1,18580,491,1209,1097,1154,7022,1179,102,3739,643,1971,18607,27
2025-07-29,2,17683,486,1216,1048,1088,6618,1089,99,3599,646,1925,17813,130
2025-07-29,3,16990,473,1194,1010,1046,6335,1023,98,3491,620,1897,17188,198
2025-07-29,4,16639,470,1161,984,1051,6097,992,101,3391,607,1893,16746,107
2025-07-29,5,16727,469,1166,1001,1034,6106,998,104,3286,593,1919,16675,-51
2025-07-29,6,17126,467,1177,1059,1082,6331,1048,107,3406,560,1991,17228,103
2025-07-29,7,18357,400,1206,1162,1147,6914,1167,112,3641,592,2106,18447,89
2025-07-29,8,19547,411,1222,1247,1116,7576,1259,118,3946,655,2185,19733,186
2025-07-29,9,20445,418,1257,1284,1057,8132,1311,121,4153,671,2196,20600,155
2025-07-29,10,21257,421,1254,1331,1029,8597,1357,121,4326,660,2249,21344,87
2025-07-29,11,21863,419,1284,1379,1050,8903,1397,121,4439,693,2312,21997,134
2025-07-29,12,22443,422,1287,1412,1071,9132,1446,122,4579,717,2362,22549,106
2025-07-29,13,23023,429,1265,1439,1115,9296,1491,119,4511,736,2438,22840,-184
2025-07-29,14,22994,432,1227,1457,1152,9387,1562,117,4551,748,2483,23117,123
2025-07-29,15,23205,439,1224,1464,1239,9429,1581,117,4603,745,2538,23379,174
2025-07-29,16,23492,447,1211,1483,1360,9444,1642,115,4673,764,2564,23702,210
2025-07-29,17,23525,440,1212,1452,1452,9324,1678,116,4663,768,2578,23684,159
2025-07-29,18,23607,439,1236,1431,1534,9236,1688,120,4682,762,2604,23733,127
2025-07-29,19,23238,460,1273,1409,1554,9026,1671,123,4672,751,2623,23561,323
2025-07-29,20,23407,539,1294,1379,1558,8811,1654,123,4709,734,2606,23407,0
2025-07-29,21,22812,533,1303,1346,1516,8611,1592,120,4649,722,2546,22938,126
2025-07-29,22,21525,512,1292,1247,1419,8165,1460,118,4483,760,2402,21857,332
2025-07-29,23,20175,503,1264,1131,1292,7546,1291,110,4160,763,2265,20328,153
2025-07-29,24,18723,490,1205,1054,1194,6978,1146,106,3873,694,2149,18889,166
2025-07-30,1,17603,470,1163,987,1125,6534,1035,104,3610,678,2041,17747,144
2025-07-30,2,16854,462,1143,933,1074,6187,966,104,3446,640,1965,16919,65
2025-07-30,3,16226,458,1120,931,1049,5903,922,104,3345,616,1925,16372,146
2025-07-30,4,15913,450,1115,889,1035,5785,907,104,3293,604,1922,16103,190
2025-07-30,5,16210,447,1107,902,1038,5903,922,103,3265,609,1966,16262,52
2025-07-30,6,16675,441,1124,971,1074,6171,981,105,3380,560,2037,16843,169
2025-07-30,7,17803,386,1156,1055,1112,6700,1078,112,3585,591,2162,17936,133
2025-07-30,8,18884,397,1159,1127,1072,7210,1160,116,3827,643,2255,18965,81
2025-07-30,9,19842,403,1180,1191,1041,7749,1207,118,4032,700,2273,19894,52
2025-07-30,10,20599,403,1205,1252,1033,8121,1251,117,4218,693,2297,20590,-9
2025-07-30,11,21262,404,1220,1315,1048,8532,1301,119,4321,703,2363,21327,65
2025-07-30,12,21925,404,1213,1359,1113,8868,1347,118,4517,715,2448,22102,177
2025-07-30,13,22893,412,1212,1365,1157,9049,1387,118,4597,743,2517,22556,-336
2025-07-30,14,22634,413,1190,1377,1211,9171,1405,118,4604,787,2596,22872,238
2025-07-30,15,23048,415,1202,1363,1222,9139,1414,116,4603,776,2605,22856,-192
2025-07-30,16,22837,415,1229,1390,1297,9109,1479,118,4528,762,2579,22906,69
2025-07-30,17,23005,422,1239,1396,1387,9135,1563,123,4608,767,2646,23286,282
2025-07-30,18,22693,430,1257,1314,1447,8879,1517,120,4484,758,2641,22847,154
2025-07-30,19,21457,496,1267,1242,1432,8388,1458,115,4407,737,2469,22011,554
2025-07-30,20,20973,531,1268,1203,1382,8083,1426,113,4284,782,2340,21412,439
2025-07-30,21,20632,523,1304,1153,1314,7770,1364,112,4130,749,2232,20652,20
2025-07-30,22,19172,512,1278,1089,1194,7303,1255,105,4012,722,2094,19564,392
2025-07-30,23,18048,499,1250,997,1139,6810,1120,99,3701,654,1951,18220,172
2025-07-30,24,16556,476,1201,908,1058,6258,1005,97,3465,662,1834,16964,408
2025-07-31,1,15642,460,1173,841,965,5796,927,95,3280,629,1728,15895,253
2025-07-31,2,14796,448,1163,799,940,5486,867,94,3130,594,1665,15186,389
2025-07-31,3,14292,446,1149,777,921,5219,832,93,3004,574,1633,14649,357
2025-07-31,4,14278,449,1135,774,904,5147,824,95,2965,557,1652,14501,224
2025-07-31,5,14659,445,1131,793,931,5264,840,96,2861,562,1704,14626,-33
2025-07-31,6,15056,444,1168,853,975,5546,889,99,2950,495,1776,15196,140
2025-07-31,7,15948,384,1197,917,1006,5929,961,107,3185,525,1890,16101,154
2025-07-31,8,16832,401,1201,959,1002,6360,1021,110,3334,539,1963,16889,57
2025-07-31,9,17165,407,1174,996,943,6558,1042,114,3397,558,2000,17189,23
2025-07-31,10,17224,402,1173,1033,865,6660,1023,115,3454,585,1990,17301,77
2025-07-31,11,17395,398,1201,1080,904,6796,1029,113,3471,587,1965,17545,150
2025-07-31,12,17398,405,1221,1091,975,6892,1008,115,3460,584,1941,17692,293
2025-07-31,13,17609,414,1258,1091,971,6953,1027,116,3486,596,1884,17796,187
2025-07-31,14,17414,410,1276,1081,940,6982,1074,113,3495,592,1762,17725,311
2025-07-31,15,17364,409,1289,1087,956,7103,1122,113,3561,588,1753,17980,616
2025-07-31,16,18481,420,1299,1108,1011,7280,1204,113,3656,590,1876,18557,76
2025-07-31,17,19080,431,1319,1163,1043,7380,1279,118,3773,607,1981,19094,14
2025-07-31,18,19053,437,1337,1152,1142,7214,1316,118,3755,604,2062,19138,85
2025-07-31,19,19057,507,1345,1136,1216,6998,1314,116,3678,596,2101,19008,-49
2025-07-31,20,18658,532,1343,1091,1217,6798,1274,115,3586,582,2045,18584,-74
2025-07-31,21,18227,525,1336,1058,1161,6696,1244,114,3511,573,2013,18233,6
2025-07-31,22,17253,500,1293,977,1072,6422,1154,112,3435,542,1916,17425,171
2025-07-31,23,16083,511,1244,883,971,6000,1022,108,3170,510,1794,16214,131
2025-07-31,24,14938,490,1219,815,876,5568,906,102,3018,499,1672,15166,228
2025-08-01,1,13990,459,1163,763,823,5234,828,100,2873,435,1581,14261,271
2025-08-01,2,13534,448,1153,731,802,4972,780,99,2831,434,1544,13795,261
2025-08-01,3,13423,451,1140,712,803,4806,751,98,2717,428,1533,13440,18
2025-08-01,4,13216,455,1126,745,806,4742,750,98,2658,426,1551,13356,140
2025-08-01,5,13452,454,1123,757,814,4833,774,99,2700,436,1585,13575,122
2025-08-01,6,13995,447,1116,809,846,5033,828,103,2819,401,1646,14048,53
2025-08-01,7,14940,384,1203,861,873,5415,913,112,3013,435,1746,14955,15
2025-08-01,8,16042,406,1225,898,814,5909,952,116,3195,472,1797,15785,-257
2025-08-01,9,16420,415,1235,930,710,6302,951,118,3287,498,1768,16216,-204
2025-08-01,10,16598,421,1228,971,640,6621,940,115,3412,557,1733,16638,40
2025-08-01,11,16945,424,1239,983,611,6819,934,115,3421,599,1752,16897,-48
2025-08-01,12,17010,426,1248,1041,640,6864,941,114,3486,603,1776,17137,127
2025-08-01,13,17077,419,1266,1058,668,6938,970,113,3554,606,1799,17391,314
2025-08-01,14,17164,425,1268,1066,674,7006,997,112,3533,613,1813,17508,343
2025-08-01,15,17403,438,1286,1097,730,7056,1036,113,3592,624,1830,17801,398
2025-08-01,16,17948,443,1299,1121,851,7143,1119,116,3624,644,1888,18249,301
2025-08-01,17,18519,448,1280,1166,1016,7217,1215,122,3678,659,1967,18769,250
2025-08-01,18,18686,451,1279,1132,1161,7121,1281,124,3709,658,2000,18915,230
2025-08-01,19,18689,518,1284,1123,1240,6949,1307,120,3633,646,2026,18846,157
2025-08-01,20,18356,539,1315,1083,1212,6630,1256,120,3549,615,1962,18282,-74
2025-08-01,21,17832,540,1339,1047,1174,6545,1213,116,3462,584,1912,17933,101
2025-08-01,22,16718,538,1300,976,1117,6142,1109,114,3267,550,1820,16933,216
2025-08-01,23,15599,515,1263,892,1001,5720,997,111,2966,527,1679,15671,72
2025-08-01,24,14406,492,1202,822,951,5325,886,108,2775,534,1578,14672,266
2025-08-02,1,13752,475,1193,793,885,5017,803,107,2660,511,1512,13954,202
2025-08-02,2,13255,469,1192,738,878,4754,755,105,2539,497,1488,13413,158
2025-08-02,3,12793,466,1146,734,831,4607,734,106,2499,489,1470,13080,288
2025-08-02,4,12660,460,1117,727,809,4509,727,106,2524,460,1488,12926,266
2025-08-02,5,12788,450,1122,727,798,4498,725,107,2440,415,1510,12793,5
2025-08-02,6,12722,439,1132,734,819,4505,736,108,2414,436,1536,12860,138
2025-08-02,7,13134,441,1113,773,828,4655,786,113,2488,472,1589,13259,125
2025-08-02,8,13767,446,1186,812,796,5051,837,117,2595,513,1599,13951,184
2025-08-02,9,14509,408,1209,848,739,5507,876,117,2773,529,1596,14602,93
2025-08-02,10,15234,464,1220,902,660,5920,890,116,2910,558,1591,15232,-1
2025-08-02,11,15641,480,1227,947,617,6232,902,117,3006,583,1594,15704,63
2025-08-02,12,16028,486,1243,989,640,6403,928,120,3068,606,1613,16095,66
2025-08-02,13,16343,495,1239,1001,690,6535,949,141,3125,620,1650,16444,102
2025-08-02,14,16719,508,1246,1031,737,6657,981,156,3245,634,1697,16892,173
2025-08-02,15,17309,513,1268,1089,806,6758,1039,159,3349,651,1765,17397,88
2025-08-02,16,17946,513,1285,1162,902,6844,1129,161,3480,671,1876,18023,77
2025-08-02,17,18610,524,1252,1199,1047,6881,1246,164,3604,689,1985,18591,-20
2025-08-02,18,18854,534,1222,1203,1185,6856,1314,165,3604,687,2039,18810,-44
2025-08-02,19,18562,540,1288,1171,1200,6691,1301,162,3496,660,2020,18527,-34
2025-08-02,20,17921,536,1307,1137,1149,6487,1246,159,3371,622,1938,17952,31
2025-08-02,21,17585,513,1319,1107,1106,6402,1215,158,3270,599,1885,17575,-10
2025-08-02,22,16687,489,1297,1028,1026,6151,1119,155,3143,562,1793,16764,77
2025-08-02,23,15697,473,1258,956,957,5785,1010,152,2977,524,1687,15778,81
2025-08-02,24,14675,455,1303,883,866,5386,899,148,2824,522,1591,14879,204
2025-08-03,1,13880,440,1204,837,843,5033,818,147,2653,531,1530,14036,156
2025-08-03,2,13346,430,1181,774,825,4800,767,145,2537,519,1505,13482,136
2025-08-03,3,12958,427,1165,747,806,4630,732,146,2565,493,1496,13206,248
2025-08-03,4,12753,424,1117,738,795,4498,714,146,2481,461,1492,12868,114
2025-08-03,5,12602,418,1071,759,786,4460,716,147,2390,454,1500,12702,100
2025-08-03,6,12604,412,1084,751,785,4441,729,149,2403,462,1514,12730,125
2025-08-03,7,13050,416,1069,773,809,4602,778,155,2475,479,1557,13114,64
2025-08-03,8,13830,428,1103,834,848,4936,848,159,2620,514,1592,13883,54
2025-08-03,9,14638,436,1185,890,834,5363,920,161,2804,543,1600,14735,97
2025-08-03,10,15491,448,1223,936,819,5843,968,162,2989,560,1599,15547,57
2025-08-03,11,16314,456,1233,976,806,6278,1000,162,3119,591,1636,16257,-57
2025-08-03,12,16931,452,1236,1039,779,6595,1035,161,3297,619,1702,16916,-15
2025-08-03,13,17535,467,1252,1106,806,6823,1073,161,3417,639,1771,17516,-19
2025-08-03,14,17974,476,1260,1143,837,7013,1112,162,3512,666,1843,18023,49
2025-08-03,15,18565,474,1273,1178,936,7125,1168,162,3586,690,1910,18503,-62
2025-08-03,16,19155,479,1271,1217,1069,7193,1250,164,3729,715,2024,19114,-41
2025-08-03,17,19699,502,1301,1251,1187,7268,1347,168,3858,730,2127,19739,39
2025-08-03,18,19854,510,1324,1224,1273,7157,1394,169,3865,721,2152,19789,-65
2025-08-03,19,19563,548,1333,1180,1270,6979,1371,167,3756,699,2119,19421,-142
2025-08-03,20,18909,546,1343,1148,1250,6791,1313,164,3636,677,2045,18913,4
2025-08-03,21,18479,536,1338,1117,1191,6691,1266,162,3589,652,1985,18527,48
2025-08-03,22,17519,537,1313,1051,1107,6402,1158,157,3382,610,1887,17603,84
2025-08-03,23,16435,521,1314,965,1024,6002,1034,153,3185,568,1786,16552,117
2025-08-03,24,15282,501,1262,885,924,5542,921,148,3001,543,1687,15414,133
2025-08-04,1,14426,485,1236,821,914,5189,839,144,2870,505,1612,14617,191
2025-08-04,2,13830,478,1230,788,891,4888,789,141,2791,505,1573,14072,242
2025-08-04,3,13436,473,1184,761,869,4688,754,139,2591,511,1555,13524,88
2025-08-04,4,13121,458,1166,752,861,4584,743,140,2526,486,1562,13279,158
2025-08-04,5,13126,444,1124,763,869,4573,749,140,2510,470,1573,13216,90
2025-08-04,6,13239,426,1090,784,884,4613,767,142,2573,463,1600,13342,103
2025-08-04,7,13656,417,1111,819,879,4791,805,147,2607,478,1647,13701,45
2025-08-04,8,14393,424,1111,874,875,5195,870,151,2800,515,1698,14512,119
2025-08-04,9,15406,397,1122,949,869,5735,951,154,2990,547,1736,15450,44
2025-08-04,10,16525,401,1128,1000,872,6292,1014,155,3221,578,1769,16430,-96
2025-08-04,11,17344,421,1133,1047,870,6707,1061,155,3435,613,1818,17259,-84
2025-08-04,12,17993,446,1175,1082,916,7023,1121,154,3570,648,1895,18030,37
2025-08-04,13,18826,455,1203,1108,989,7243,1167,154,3710,638,2002,18670,-156
2025-08-04,14,19143,463,1244,1137,1014,7403,1196,156,3797,662,2065,19136,-7
2025-08-04,15,19551,471,1257,1173,1067,7553,1265,158,3950,703,2135,19729,177
2025-08-04,16,20272,478,1240,1200,1191,7675,1351,160,4055,701,2219,20271,-1
2025-08-04,17,20900,494,1256,1215,1332,7743,1474,164,4176,747,2321,20923,22
2025-08-04,18,20854,500,1276,1154,1392,7601,1531,165,4126,747,2350,20842,-12
2025-08-04,19,20372,498,1287,1110,1399,7376,1509,161,4030,712,2289,20373,1
2025-08-04,20,19639,495,1341,1090,1381,7183,1436,159,3923,718,2202,19928,289
2025-08-04,21,19156,488,1376,1096,1311,7045,1371,157,3802,728,2147,19521,365
2025-08-04,22,18074,486,1335,1000,1185,6692,1234,154,3674,677,2021,18458,384
2025-08-04,23,16909,487,1272,927,1068,6228,1088,152,3452,629,1897,17200,292
2025-08-04,24,15531,479,1222,845,1025,5759,968,147,3225,583,1769,16022,491
2025-08-05,1,14860,466,1208,792,991,5406,885,146,3058,551,1675,15176,316
2025-08-05,2,14327,452,1178,743,906,5143,827,144,2922,527,1634,14478,150
2025-08-05,3,13860,444,1169,731,864,4998,799,144,2861,517,1619,14145,285
2025-08-05,4,13812,441,1151,733,850,4990,795,110,2846,514,1628,14058,246
2025-08-05,5,14130,444,1152,764,876,5143,815,97,2919,503,1663,14375,245
2025-08-05,6,15061,444,1169,827,921,5467,873,99,2949,474,1739,14962,-100
2025-08-05,7,16001,393,1174,903,959,5944,963,104,3210,521,1856,16026,25
2025-08-05,8,17153,404,1148,934,957,6485,1037,107,3470,565,1950,17057,-96
2025-08-05,9,17910,416,1197,991,911,6968,1076,109,3701,607,1994,17969,59
2025-08-05,10,20361,412,1227,1019,876,7423,1106,110,3835,639,2010,18657,-1704
2025-08-05,11,19273,422,1267,1059,871,7715,1127,112,4059,692,2038,19362,88
2025-08-05,12,19944,427,1195,1086,900,7983,1177,113,4190,723,2106,19900,-44
2025-08-05,13,20517,433,1222,1110,892,8203,1248,113,4263,702,2191,20377,-140
2025-08-05,14,20760,444,1195,1106,918,8351,1330,114,4397,751,2233,20840,80
2025-08-05,15,21130,452,1234,1122,1036,8480,1394,114,4470,792,2276,21371,241
2025-08-05,16,21764,460,1300,1184,1154,8612,1482,116,4559,816,2373,22056,292
2025-08-05,17,22101,470,1312,1252,1298,8679,1590,123,4645,820,2442,22630,530
2025-08-05,18,22514,463,1325,1216,1392,8471,1637,125,4599,777,2463,22468,-46
2025-08-05,19,22200,535,1314,1186,1446,8118,1601,121,4455,771,2451,22000,-199
2025-08-05,20,21382,542,1326,1160,1417,7840,1534,118,4312,743,2377,21370,-12
2025-08-05,21,20776,537,1315,1130,1356,7655,1466,114,4176,679,2310,20738,-38
2025-08-05,22,19254,534,1283,1034,1223,7187,1312,101,4003,695,2177,19549,295
2025-08-05,23,17964,512,1258,943,1084,6697,1154,98,3729,663,2019,18156,192
2025-08-05,24,16753,488,1171,850,995,6210,1021,98,3484,622,1897,16838,85
2025-08-06,1,15633,474,1131,816,939,5800,921,95,3275,592,1784,15826,193
2025-08-06,2,14984,466,1125,770,906,5497,857,92,3174,566,1716,15169,185
2025-08-06,3,14525,467,1104,736,877,5260,814,88,3124,548,1697,14715,190
2025-08-06,4,14453,463,1088,752,863,5205,802,89,3089,542,1707,14599,146
2025-08-06,5,14776,462,1085,775,880,5319,824,93,3118,550,1751,14856,80
2025-08-06,6,15544,456,1120,815,914,5595,882,95,3213,519,1847,15458,-87
2025-08-06,7,16467,394,1157,884,931,6025,966,102,3397,560,1957,16374,-94
2025-08-06,8,17220,409,1191,944,924,6447,1034,106,3547,606,2025,17232,12
2025-08-06,9,17844,417,1216,995,869,6846,1065,109,3749,652,2055,17972,128
2025-08-06,10,18827,420,1219,1036,834,7311,1109,113,3943,692,2094,18771,-57
2025-08-06,11,19272,427,1220,1080,824,7610,1144,114,4066,723,2102,19311,39
2025-08-06,12,19859,432,1233,1132,870,7806,1212,116,4210,755,2173,19940,81
2025-08-06,13,20523,429,1261,1166,917,8026,1273,118,4324,781,2242,20538,15
2025-08-06,14,20976,429,1260,1195,982,8283,1353,121,4438,794,2304,21159,183
2025-08-06,15,21680,427,1202,1224,1086,8408,1411,123,4549,814,2346,21591,-89
2025-08-06,16,22200,432,1301,1280,1236,8455,1502,127,4550,824,2408,22115,-85
2025-08-06,17,22638,435,1348,1326,1381,8527,1604,131,4623,820,2481,22677,40
2025-08-06,18,22591,424,1382,1302,1439,8341,1622,132,4550,797,2510,22500,-91
2025-08-06,19,22101,506,1391,1251,1485,8102,1594,125,4469,769,2493,22184,83
2025-08-06,20,21699,532,1415,1198,1451,7878,1540,123,4344,720,2364,21567,-132
2025-08-06,21,20942,526,1421,1155,1388,7760,1479,122,4238,710,2259,21058,116
2025-08-06,22,19562,517,1367,1062,1244,7317,1336,110,3963,648,2100,19666,104
2025-08-06,23,18086,491,1340,971,1107,6790,1172,100,3788,642,1962,18362,276
2025-08-06,24,16875,479,1276,888,1052,6283,1044,96,3535,631,1828,17111,236
2025-08-07,1,15833,464,1249,827,1005,5888,946,98,3288,600,1722,16088,254
2025-08-07,2,15142,456,1239,787,985,5617,884,96,3141,577,1676,15457,315
2025-08-07,3,14819,463,1204,760,975,5452,848,96,3073,566,1660,15097,277
2025-08-07,4,14771,463,1146,759,984,5398,837,94,3041,561,1673,14956,185
2025-08-07,5,15205,456,1141,779,1009,5506,858,98,3047,556,1733,15183,-22
2025-08-07,6,15810,455,1172,833,1060,5794,912,98,3057,567,1811,15758,-52
2025-08-07,7,16682,403,1211,906,1094,6268,1002,107,3281,566,1936,16774,91
2025-08-07,8,17944,424,1251,987,1074,6821,1086,112,3555,602,2038,17949,5
2025-08-07,9,18811,430,1293,1045,995,7298,1153,113,3719,647,2042,18735,-76
2025-08-07,10,19458,430,1311,1106,948,7688,1210,110,3886,700,2078,19466,9
2025-08-07,11,20028,432,1315,1165,967,7969,1246,115,4063,697,2108,20077,49
2025-08-07,12,20584,444,1366,1225,999,8252,1309,119,4156,721,2172,20763,179
2025-08-07,13,21212,448,1400,1288,1043,8431,1355,121,4298,731,2253,21367,155
2025-08-07,14,21579,458,1397,1321,1081,8515,1400,122,4326,763,2269,21652,72
2025-08-07,15,21863,359,1490,1349,1182,8585,1449,123,4435,797,2310,22077,214
2025-08-07,16,22289,333,1527,1356,1300,8624,1519,125,4472,794,2393,22443,154
2025-08-07,17,22703,435,1436,1353,1438,8600,1595,129,4470,783,2501,22740,36
2025-08-07,18,22453,468,1395,1299,1459,8388,1632,129,4452,784,2499,22505,52
2025-08-07,19,22110,534,1432,1267,1495,8098,1601,125,4387,763,2484,22187,78
2025-08-07,20,21580,562,1457,1256,1467,7851,1550,121,4241,735,2409,21649,69
2025-08-07,21,20925,557,1429,1223,1412,7667,1485,111,4160,695,2327,21066,141
2025-08-07,22,19636,552,1362,1141,1278,7255,1339,101,4043,695,2210,19976,340
2025-08-07,23,18322,527,1335,1050,1201,6731,1183,93,3739,684,2074,18618,296
2025-08-07,24,17154,498,1288,949,1113,6285,1056,93,3515,640,1923,17361,207
2025-08-08,1,16006,477,1268,876,1049,5873,959,91,3298,607,1820,16317,312
2025-08-08,2,15418,465,1257,825,993,5580,897,89,3147,579,1783,15613,195
2025-08-08,3,15013,461,1237,833,941,5415,850,90,3057,560,1763,15206,193
2025-08-08,4,14756,460,1214,827,923,5335,835,88,3003,552,1767,15004,247
2025-08-08,5,15033,458,1219,857,922,5431,851,91,3080,561,1811,15280,247
2025-08-08,6,15942,454,1256,898,966,5702,906,97,3057,540,1883,15759,-183
2025-08-08,7,16727,403,1245,974,973,6195,1010,103,3344,578,2010,16834,107
2025-08-08,8,18139,423,1307,1041,992,6792,1112,109,3656,626,2102,18161,23
2025-08-08,9,19137,439,1342,1095,982,7425,1214,111,3925,677,2091,19301,164
2025-08-08,10,20028,446,1347,1180,958,7843,1257,111,4049,712,2133,20037,9
2025-08-08,11,20538,432,1355,1287,963,8045,1249,114,4185,745,2226,20602,64
2025-08-08,12,21250,416,1415,1339,973,8417,1331,112,4428,776,2334,21541,291
2025-08-08,13,22186,448,1353,1382,1002,8653,1416,114,4509,785,2389,22051,-135
2025-08-08,14,22364,462,1348,1422,1024,8771,1448,116,4550,740,2420,22302,-62
2025-08-08,15,22483,454,1378,1431,1090,8675,1424,119,4496,762,2463,22292,-191
2025-08-08,16,22643,458,1352,1467,1214,8571,1430,120,4435,768,2557,22371,-271
2025-08-08,17,22299,460,1403,1492,1371,8420,1435,121,4360,774,2562,22398,99
2025-08-08,18,21899,464,1389,1438,1447,8174,1440,119,4311,746,2555,22084,185
2025-08-08,19,21722,514,1464,1353,1463,7985,1457,114,4269,731,2557,21907,185
2025-08-08,20,21636,555,1446,1293,1452,7841,1433,110,4237,765,2485,21618,-18
2025-08-08,21,21310,560,1424,1278,1411,7782,1402,104,4208,700,2432,21300,-10
2025-08-08,22,20029,556,1370,1185,1300,7373,1287,100,3984,681,2275,20113,84
2025-08-08,23,18578,536,1329,1104,1197,6861,1153,95,3710,713,2132,18829,251
2025-08-08,24,17433,517,1305,997,1104,6411,1029,94,3540,666,1972,17636,203
2025-08-09,1,16588,504,1278,910,1030,5997,936,90,3259,638,1840,16481,-107
2025-08-09,2,15610,498,1267,867,951,5666,880,88,3129,606,1781,15732,122
2025-08-09,3,14939,481,1256,849,914,5449,836,89,3040,586,1753,15252,313
2025-08-09,4,14810,474,1246,856,909,5314,812,86,3010,573,1746,15028,218
2025-08-09,5,14823,464,1215,856,917,5295,811,89,2978,569,1758,14952,129
2025-08-09,6,15005,465,1223,840,928,5343,831,92,2999,580,1788,15090,85
2025-08-09,7,15671,478,1251,909,963,5671,911,100,3177,572,1874,15904,233
2025-08-09,8,17262,485,1281,1036,981,6203,1038,105,3425,608,1994,17154,-108
2025-08-09,9,18291,508,1342,1144,978,6866,1153,110,3709,667,2068,18544,253
2025-08-09,10,19895,520,1354,1236,992,7491,1252,112,3990,699,2109,19755,-140
2025-08-09,11,20937,528,1371,1321,1028,7970,1342,113,4223,754,2190,20842,-96
2025-08-09,12,21618,531,1370,1348,1059,8306,1411,114,4394,798,2261,21591,-28
2025-08-09,13,22024,547,1415,1388,1081,8478,1479,112,4474,828,2299,22102,77
2025-08-09,14,22529,547,1436,1459,1130,8597,1533,109,4481,830,2360,22482,-47
2025-08-09,15,22827,546,1425,1492,1209,8699,1561,110,4493,815,2409,22759,-68
2025-08-09,16,23040,534,1390,1512,1309,8743,1617,112,4526,801,2473,23019,-20
2025-08-09,17,23217,541,1374,1528,1443,8733,1693,120,4534,821,2526,23313,96
2025-08-09,18,23248,550,1392,1536,1547,8642,1738,120,4533,805,2562,23426,178
2025-08-09,19,23049,550,1389,1462,1545,8368,1708,120,4413,773,2546,22874,-175
2025-08-09,20,22186,560,1425,1414,1507,8165,1649,116,4271,802,2477,22386,200
2025-08-09,21,21726,567,1454,1357,1448,7970,1593,114,4170,782,2411,21866,140
2025-08-09,22,20686,562,1388,1293,1347,7619,1460,105,3946,741,2280,20740,54
2025-08-09,23,19362,545,1345,1209,1258,7180,1304,94,3737,675,2155,19503,141
2025-08-09,24,18026,529,1322,1124,1159,6662,1172,94,3538,637,1998,18234,208
2025-08-10,1,16908,515,1313,1053,1096,6263,1067,89,3313,596,1885,17189,281
2025-08-10,2,16135,508,1294,981,1042,5950,996,88,3162,576,1825,16420,285
2025-08-10,3,15644,493,1270,959,1020,5696,957,88,3018,554,1793,15847,203
2025-08-10,4,15376,464,1258,923,1000,5506,918,88,2975,531,1770,15435,59
2025-08-10,5,15092,448,1251,912,966,5423,904,91,2973,518,1770,15256,164
2025-08-10,6,15299,448,1246,912,956,5390,900,92,2984,521,1784,15233,-66
2025-08-10,7,15859,458,1276,947,984,5646,963,101,3125,558,1852,15911,52
2025-08-10,8,17456,504,1290,1039,1033,6259,1080,109,3347,614,1973,17249,-207
2025-08-10,9,18787,519,1278,1164,1072,6905,1211,113,3621,674,2042,18599,-188
2025-08-10,10,20209,521,1325,1288,1076,7553,1321,113,3906,681,2139,19922,-287
2025-08-10,11,21098,533,1339,1371,1110,8028,1411,113,4202,721,2218,21045,-53
2025-08-10,12,22009,553,1356,1452,1142,8387,1498,110,4301,752,2296,21847,-162
2025-08-10,13,22450,552,1398,1492,1170,8604,1561,109,4435,783,2354,22458,8
2025-08-10,14,22860,552,1403,1513,1180,8773,1608,108,4554,783,2446,22919,59
2025-08-10,15,23244,532,1413,1568,1238,8862,1631,114,4566,789,2502,23213,-30
2025-08-10,16,23726,465,1431,1599,1360,8967,1708,119,4567,792,2586,23593,-132
2025-08-10,17,23993,468,1408,1604,1490,8948,1801,123,4645,803,2633,23922,-70
2025-08-10,18,24063,471,1409,1595,1603,8895,1858,126,4624,787,2627,23996,-67
2025-08-10,19,23824,481,1418,1566,1635,8725,1849,129,4487,760,2593,23641,-182
2025-08-10,20,23292,500,1445,1517,1570,8577,1788,125,4472,773,2516,23282,-10
2025-08-10,21,22998,557,1423,1480,1486,8451,1701,114,4453,722,2468,22855,-143
2025-08-10,22,21494,558,1392,1379,1356,8012,1544,106,4270,677,2311,21606,112
2025-08-10,23,19966,533,1385,1265,1255,7452,1372,99,4041,676,2184,20263,297
2025-08-10,24,18880,504,1305,1161,1176,6934,1234,94,3736,607,2090,18841,-39
2025-08-11,1,17745,490,1298,1072,1102,6482,1131,91,3531,595,1967,17760,15
2025-08-11,2,16898,479,1293,1007,1027,6140,1047,94,3348,567,1896,16897,-1
2025-08-11,3,16259,469,1280,964,1005,5917,988,89,3250,544,1872,16379,120
2025-08-11,4,16089,464,1282,942,1006,5798,953,89,3222,532,1890,16178,89
2025-08-11,5,16390,463,1271,953,1034,5921,961,90,3273,534,1919,16419,29
2025-08-11,6,17198,466,1289,1044,1076,6203,1026,94,3456,557,2001,17212,14
2025-08-11,7,18536,404,1303,1129,1065,6781,1148,104,3595,612,2132,18274,-263
2025-08-11,8,19946,426,1340,1231,1063,7524,1258,110,3988,649,2272,19862,-84
